,TweetID,HandLabel,AnnotatorID,Tweet
110,3.948698887724851e+17,Neutral,26.0,"kaže da će za rođendan da dobije bubnjeve, živi u domu. pita me da li će brzo mart, koliko ima od nove godine."
111,3.948707623118029e+17,Neutral,21.0,"ceo zivot stane u par narodnih ""sve u svoje vreme, da je nama zdravlja itd"""
112,3.948716125140009e+17,Neutral,21.0,kaže pomoćnik načelnika beogradske policije u beogradskahronika da se on oseća bezbedno. drago mi je zbog njega.-))
113,3.948720136907694e+17,Negative,26.0,nije da sam jadna ali sacu da gledam vampire diaries.
116,3.948731702994821e+17,Negative,26.0, umro direktor rts-a aleksandar tijanic. pink
118,3.948742194458788e+17,Neutral,21.0," minut cutanja za sve ono sto smo mogli da kazemo dok smo se svadjali s nekim, a nismo"
122,3.948763557265531e+17,Positive,26.0,"lepa vest za početak nedelje - lutajte netom uz još brži caribic wifi! )
u svim našim objektima..."
124,3.948773654297477e+17,Neutral,21.0,izranjaju dve srbije jedna tuzna druga morbidna a jedna bez druge ne mogu
125,3.9487821744347955e+17,Negative,21.0,ne mogu ga vise!
126,3.94878527276716e+17,Neutral,26.0,ds-ldp bg i pr da spuste tenzije
127,3.948788569154765e+17,Negative,26.0,"paz'te ljudi da ne poginete u stampedu koji je pohrlio ka moral highgroundu, nežne dušice"
129,3.9487962410018406e+17,Negative,26.0,"gledam snimak yug-holandija iz '98... ni sada mi nije dobro, kada vidim kako smo ispali..."
131,3.948813064774615e+17,Negative,21.0, bio je odličan novinar al kao čovek govno tijanić
132,3.9488169892552704e+17,Neutral,26.0,"ako ja u ovim godinama počnem sa uspomenama.. join me at ""kafaup"" on oct 30th. rsvp at  kafaup twvt"
134,3.948826784972472e+17,Positive,26.0,"super ponuda! 110 din za pranje, pakovanje, feniranje kose svih dužina!"
135,3.9488300637854515e+17,Neutral,26.0," e, ta...osoba!sad svi nju da slusaju(jer pametna jeste) i gledaju sa divljenjem, jer pamet je samo vazna...jeeeeste"
136,3.948835462357975e+17,Positive,21.0,ceo dan mi se igra... zumba
137,3.948842922892575e+17,Negative,26.0,sto se tice seksa onaj u mozak najmanje volim.
138,3.948854611620823e+17,Negative,26.0,rekla mi zoki da sam glupa '(
140,3.94886407875199e+17,Positive,21.0,ove notifikacije osvežiće vam životni prostor (video)
146,3.948899564363694e+17,Positive,21.0,divno popodne sa mojom slađom
147,3.948910449756938e+17,Negative,26.0,"pobogu, zar ćete i sada pokušati da se ogrebete o propagandu."
149,3.9489156876078285e+17,Positive,27.0, tibi rasel brand bi mogao da glumi cedu jovanovica u filmu majkla mura po scenariju slavoja zizeka. to bi bas promenilo svet.
157,3.9489489141251686e+17,Negative,26.0,aleksandar tijanic bio je poslednji novinar u srbiji zbog kojeg su deca upisivala novinarstvo. neka mu je vecna slava.
160,3.948963613570744e+17,Neutral,26.0, srđan božović govori o razvoju serverskog dela za mobilne uređaje pomoću windows azure i ms cloud platforme momors ht…
161,3.948967361974354e+17,Positive,26.0,divan dan nas i sutra očekuje dragi naši twiter-aši. ostanite uvek tako dobri i slatki * želimo vam prijatan odmor i slatke snove. )
168,3.9490028452028826e+17,Neutral,26.0,"fudbaleri su najlepsi )kakve veze ima to što on trenira sa njegovim izgledom, e bio bi ružan da trenira karate, izvini ribo"
172,3.949020287425741e+17,Neutral,26.0," ex of na poslednji dan svog 5-godišnjeg mandata, zamenici zg tamara luk.-orlandić, goran bašić i miloš janković radili su do pre…"
179,3.949050991702221e+17,Positive,27.0," mislim da posle amita soka od banane komotno mogu i fairy da popijem.
sirovinski sastav, zamalo pa isti."
184,3.949076967610286e+17,Negative,27.0,kaze deda dodji za slavu nisi bio 5 godina reko nisam ni u las vegasu bio 25 pa me ne teras da idem skoro nisam imao gluplju foru priznajem
185,3.949081765935964e+17,Negative,26.0,koliko mi se piski mislim da cu ispiskiti bojler
187,3.9490901451945984e+17,Positive,21.0,ponovo radi vajerles! ponovo radi vajerles! fonup
189,3.949101275451433e+17,Negative,26.0,koliko ste retardirani u pokusaju da budete kul glupa deco.
192,3.949120537746473e+17,Negative,21.0,plase me ove promene na tviteru ... kapiram da je neka zavera u pitanju ...
193,3.949124129958175e+17,Negative,26.0,jebao me i evgenije onjegin i tatjana i puskin i svi.
198,3.9491522117042176e+17,Positive,27.0,  tada sam mislila da cu jos da rastem i da cu biti manekenka. ali boza voli da se sali.
199,3.949154718308106e+17,Positive,26.0," meni neka jave koji su model kupili, pa da ti poklonim prateci aksesoar. ;) naravno, to ce biti iznenadjenje. 😘 🎉🎁🎈"
203,3.9491707580399616e+17,Positive,26.0," zato je iznenadjenje. ;) od sutra na lajni akcija, sve sam smislila. 😂😂😂"
204,3.949173527412777e+17,Positive,26.0, ma mora da se salis! ostavi cigare prvo. zdravlje
210,3.9491963064641126e+17,Neutral,26.0,"izrazi saučešća povodom smrti aleksandra tijanića

pristižu sa svih strana."
211,3.9492002017181696e+17,Neutral,26.0, polazes razliku predmeta za one predmete koje nemas u gimnaziji i svaka ocena ti se prebacuje
213,3.94920656158335e+17,Positive,21.0,sva sam od čokolade.
214,3.9492102703548826e+17,Neutral,21.0," dok jednom ne smrkne, drugom ne svane.licitacija pocela."
218,3.949217216789381e+17,Positive,27.0,ponedeljak je meni likovnodan
221,3.949225846741688e+17,Negative,21.0,ovi koji se šale na račun smrti tijanića upražnjavaju omiljeni ovdašnji sport. kad vide čoveka na zemlji priđu mu i šutnu ga.
224,3.94923719534977e+17,Negative,27.0,to sto si glupa traje duze od masnice
226,3.949241894899753e+17,Neutral,26.0,"nije lako posle teških dana postati mudriji, snažniji i bolji, ali. ono što nas nije slomilo, samo će nas ojačati!"
227,3.949245463710925e+17,Neutral,27.0,super stvar ovi nelabelirani narodski lekovi.
228,3.949250196270039e+17,Positive,21.0,lepo je kada neko primeti da te nema d
229,3.9492521966556774e+17,Neutral,26.0,nanter vratio američkog beka francuski košarkaški šampion nanter dobio je vredno pojačanje za nastavak sezone.
232,3.949259581025485e+17,Negative,26.0,"ajd da pitam radi pitanja iako me uopste ne zanima, pa ja sam kreten niko drugi"
234,3.949266049984389e+17,Negative,21.0, odglumila je da je pozvana ))
235,3.9492714610098586e+17,Negative,21.0,od jebenijih stvari np radnička kontrola- dosada.
239,3.949281461698683e+17,Positive,26.0," pa ti ipak mene razumes, samo se pravis sve ovo vreme! xd"
240,3.949284246800384e+17,Neutral,26.0,"od onih sam koji ne vole nutelu,ako uopšte postoje takvi"
242,3.949289134301184e+17,Positive,21.0,predrođendanska euforija
243,3.949294233731973e+17,Neutral,21.0,menjam avatar kao rijana kosu.
245,3.949299828639908e+17,Positive,26.0,"jedem peceno kestenje, meni je zima pocela"
246,3.949302274212741e+17,Positive,27.0,koncentracija i želja za učenjem ove godine je 0
248,3.949310817842217e+17,Positive,21.0,nikada sebi necu oprostiti sto nisam kupila ranije kartu za bijonse i stajala u prvom redu
249,3.9493218867399885e+17,Neutral,26.0,zelim da saznam kako se metodije zove van serije3
250,3.949324461032202e+17,Neutral,26.0,  bar sto se pijancenja tice )
255,3.949350080474317e+17,Neutral,26.0," hej sreco zapalii,nisam ja ta to bataliii
ceco srce moje"
256,3.949359332475617e+17,Negative,21.0,ne kapiram ljude koji jos uvek objavljuju ask.fm.
259,3.949370911736504e+17,Positive,26.0, da najbolja.the best
260,3.949372784073933e+17,Positive,27.0,i da se zakonski regulise ko je vip u srbiji...muka mi je i od toga
261,3.9493749839406285e+17,Positive,26.0,ne idem sutra u skolu)))))))
263,3.949385198328996e+17,Positive,27.0,sad cu da uzmem da naucim engleski da znam kao moji drugari iz odeljenja &lt;3
265,3.949392264644772e+17,Negative,26.0,zasto me mercedes proganja svaki dan?
269,3.949404448762184e+17,Positive,21.0, tekst pokazuje da je autor imo poentu koju je hteo da istakne al nekako je izabrao loš primer
270,3.949414848916439e+17,Neutral,26.0, da postoji bio na fejsbucima napisao bih umem sam da se tagujem na slikama nema potrebe da to radite umesto mene hvala
271,3.949417017413796e+17,Neutral,26.0, moja novinarska intuicija je nepogrešiva! 😉
273,3.9494241904244736e+17,Neutral,26.0,"u poslednje vreme se stalno derem nemoj,evo ne znam +"
276,3.949434645272453e+17,Negative,21.0,imam 953 poruke na grupnom četu i naravno da nemam nameru sve to da čitam.
277,3.949437722591232e+17,Neutral,26.0,pomozimo uni da dobije novu koštanu srž i tako pobedi leukemiju  pomoczaunu
278,3.949440409672376e+17,Neutral,26.0,tvitujmo zajedno.
283,3.949449281590026e+17,Positive,21.0, hvala i tebi laka nocca.
284,3.9494522731770675e+17,Negative,21.0,"veoma sam nesrećan,što ovi ameri nisu prisluškivali naš državni vrh, i tako nam dali na važnosti?!"
285,3.9494586086773555e+17,Negative,21.0," sam awwwww, niko mi nikada nije posvetio tvit, sada ću da plačem &lt;3 and i want world peace!!!!!"
287,3.9494640894961664e+17,Negative,26.0,"zapretile meni sestakinje da se moje drugarice smire,opasno opasno"
288,3.949467048959017e+17,Positive,27.0, imamo najtezu grupu u evroligi definitivno
289,3.949469692125512e+17,Negative,26.0, srpski cutati i trpeti ... nikada necu razumeti ...
293,3.9494845295599206e+17,Neutral,26.0,"ako se u razmazenost racuna to da mi treba ""laku noc"" pre spavanja, da razmazena sam"
297,3.9495026056259174e+17,Negative,21.0,"onaj osecaj kada tvoji prijatelji gledaju neku seriju i apsolutno svaki momenat koriste da ti pricaju o istoj,a tebe apsolutno ne zanima.."
299,3.949513476548936e+17,Positive,29.0, hajmo sad svi da pošaljemo praznu poruku na 2205 i pomognemo da se mala una senić izleči! (100 din)
302,3.949524100046029e+17,Negative,21.0," okej svi smo otkrili foru da sta se desi u budvi ostalo u budvi jebala si se u budvi, jebala bi se bilo gde da si otisla…"
304,3.9495333973079245e+17,Negative,21.0,"srela sam osobe koje nisam želela nikako da vidim, dan 193749057609."
306,3.949542333650248e+17,Positive,27.0,jedina svrha mog dm-a je da me ljudi koji me licno poznaju opomenu da me prate kad ih isprozivam ovde
308,3.94954846899798e+17,Neutral,26.0,tijanić je pretposlednji veliki jugoslovenski novinar. poslednji je pero zlatar
309,3.949550763781816e+17,Negative,21.0,svi ti ljudi koji žive trpaju u blato a kada umru govore da ćemo ih praviti od blata.
310,3.949553935304909e+17,Negative,21.0,ovaj ivan sa farme je tolika alapaca i nekultura dno !!!
318,3.949593020765307e+17,Negative,29.0,"znam sve self-help cake za podizanje raspolozenja i samopuzdanja, i ne pali nijedna."
319,3.949596080849674e+17,Positive,27.0," jao sto volim te sto bi da se vrate na selo, samo verbalno"
322,3.949601345787822e+17,Negative,26.0, vredi promisliti! nemoguce izmeniti!
323,3.949604687980831e+17,Neutral,21.0," lepi trenuci vrede poverenja. čak i kada se poverenje izneveri trenuci neće nestati iz sećanja. život ide, ne budi jaje."
326,3.949621696345006e+17,Negative,29.0,"danas vam je 6 meseci, obavezno datume stavi, ajde 

bolesnici je bo teee"
328,3.949631452589752e+17,Neutral,26.0, počeću i ja da se pravim luda i da ne znam o čemu je reč kada negde pogrešim. vidim da to ljudima prolazi.
329,3.9496357247400755e+17,Neutral,21.0, mnoge pisce smo čitali i voleli a i ne znamo kakvi su bili u privatnom životu i šta su radili... koliko primeraka bi po vama...
332,3.949660077582049e+17,Positive,26.0," najbolji osećaj je kada se probudiš i misliš da moraš da ustaneš, pogledaš na sat, vidiš 300 i tako srećan nastaviš da…"
333,3.949669348961362e+17,Positive,21.0, sve je moje tvoje!
335,3.949679311317934e+17,Positive,21.0," 23 hocu sa tobom da sedim na hladnom betonu, da pijemo pivo i ljubimo se sve dok sunce ne izadje"
337,3.9496871469910016e+17,Positive,29.0," 6 meseci ne mogu srecnija da budem
s&lt;3!"
338,3.9496944438217114e+17,Negative,26.0,nadji novu ljubav
339,3.949698584476426e+17,Positive,26.0," ima li amstel sa voćkicama, limunada, oranžada? -)"
340,3.949701704874926e+17,Negative,21.0," the great evo i selma bajrami je smrsala, znaci prodala se kurva, ostavila nas debele na cedilu. pu izdajice"
344,3.949726479366308e+17,Positive,27.0,"sad rili. idem da spavam,sutra da radim, porez da zaradim."
346,3.949736470621962e+17,Neutral,26.0," the great ne nadajte se dzabe, svi cete umreti sami, svima sam napravila vudu lutkice i non stop vas bockam. bolje se poubijajte …"
350,3.949779739519304e+17,Neutral,26.0, svi se uzdamo u tu sansu. mozda pocnu ljudi opet da gledaju rts.
352,3.9497928274294374e+17,Positive,21.0," ali to nije do njega... žarko nema nalog ni na tw niti na fb, a plakate lepi distributer a ne autor... fact"
355,3.9498163420820275e+17,Neutral,26.0," evo meni recimo sevaju jaja za ministra informisanja u vladi mirka marjanovića. kako se beše prezivao? a da, tijanić."
356,3.949824173350748e+17,Negative,29.0, da sonja nadje decka posaljite podrska na 6969
358,3.949846065310679e+17,Neutral,26.0,"kada je otišao ljuba tadić, mira stupica je rekla da kada umre kralj, odmah neko popuni presto, a kada umre glumac kakav je ljuba bio..."
359,3.949855304645386e+17,Neutral,21.0,sta je buraz?
365,3.949919730287329e+17,Negative,26.0," jok, samo rezimiram. uvek kada dođem iz slovenije, depra."
368,3.949954264680612e+17,Positive,21.0, neki ljudi ti naprosto ulepsaju dan i izmame osmeh na lice...))
372,3.950006536948982e+17,Positive,27.0," svetlost je svuda, a to sto te izbacuje iz takta je samo tvoj dozivljaj situacije )"
374,3.9500602983213875e+17,Positive,21.0, taj idiot je bio neshvaćen pošten naivan..šta je sa ovima??
377,3.950092903498547e+17,Neutral,21.0,0308   jel zna neko kako da zaspim ?!
379,3.950147848080056e+17,Positive,26.0,homeopatija | u zdravom telu
385,3.950440978050253e+17,Negative,21.0,"u sitne nocne i jutarnje sate, trosim misli sto se po glavi mlate, uporno otplacujem ovaj bedni zivot na rate.."
390,3.9507396908445286e+17,Positive,21.0,"""super su napravili ovaj film da ga posle iseku u seriju"" –moja sestra, o vojnoj akademiji 2"
393,3.950765017436037e+17,Negative,21.0,"još jedno divno majsko jutro. mene muva probudila. dakle, neurozna sam. da ne kažem psihozna."
394,3.9507805422749286e+17,Neutral,21.0,"737 neka zena prica kakve su ili bile dekoracije na svadvi ""mala ivanka i ja imale bele sa plavim i zato smo rodile sinove"" okej smaras."
395,3.950790126507172e+17,Positive,27.0,"dvadeset devet dana u mesecu mislite da je srbija otupela i zaglupela svim čulima, a onda tridesetog dana sretnete humanog čoveka."
397,3.950801257686712e+17,Negative,29.0,i mi bi da zivimo kao sav normalan svet dotakli smo dno zahvaljujuci upravo politicarima
398,3.950820278649692e+17,Negative,26.0,"primetila sam da mama ne voli kad je probudim u osam ujutru sa rečenicom jao, što si matora. šta joj je?"
399,3.9508409817340314e+17,Negative,21.0, never. tačka.
400,3.9508588319789875e+17,Positive,21.0,mama srećan ti rođendan želim ti sve najlepše.
401,3.950875021698867e+17,Negative,26.0,ne mogu vam ja to da sam dobar sa svima...
404,3.950894076459909e+17,Negative,26.0,"koliko bre ima ovih jagodica bobica profila, ovde k'o na livadi"
405,3.95090389537153e+17,Neutral,26.0, je l ti nedostaju moje oci carne da ih gledas preko monitora ♡
407,3.950920852271309e+17,Negative,21.0," nemojte više zabijati glavu u pesak! politika vas mora interesovati! jer, u srbiji, politika je - sve!"
409,3.9509316239990784e+17,Neutral,21.0, uvek sam volela da u zivotu muskarca budem ona koja je ostavila trag.
411,3.950942746622239e+17,Positive,27.0," nemoj da te bude. samo treniraj i vezbaj tehniku. valjda nigde, kao u plivanju, tehnika nije toliko bitna. rez ce da dodju sami."
414,3.9509521356936806e+17,Positive,26.0, srećan vam međunarodni dan interneta. na današnji dan 1969.g. poslata je prva elektronska poruka.
415,3.950966239212339e+17,Negative,21.0,ovi sto zatvaraju prozore u autobusu ko da ce da umru od svezeg vazduha
416,3.9509748371121766e+17,Positive,21.0,rezervisite na vreme svoje vozilo za vikend... po specijalnoj tarifi!!!
419,3.9509888974299546e+17,Negative,29.0," the great kukali smo na pink zbog kilometarskih reklama, a onda se pojavila prva."
423,3.951027585060823e+17,Positive,26.0, zakonom zabranitu da se ustaje pre 12
424,3.951031227939594e+17,Negative,29.0,ode i srđa popović. sad tek koštunica sme da se prošeta obilićevim vencem.
426,3.9510466034612634e+17,Neutral,26.0, podsecamo dame na tviteru!!! popust od 30% na sve nase usluge u servisu na predlog  filipesko povodom mojedojkes…
428,3.951057481053102e+17,Negative,21.0, 235 znate ono kad vam ne valja ni šminka ni odeća
429,3.9510615037680845e+17,Neutral,21.0,"enderova igra - od sutra i u bioskopu

„sjajan roman ispunjen iznenađenjima. ender vigin je mnogo više od..."
430,3.951069273129288e+17,Negative,26.0,na pitanje 'sto?' vecito odgovaram sa 'pa eto'
436,3.9511054991232205e+17,Neutral,21.0,nikada nisam mogao da jedem sa naočarima za sunce na očima
439,3.9511251620203315e+17,Positive,27.0,"gde je kostunica da se oglasi povodom fap-a?! ipak, kosovo je srce srbije..."
440,3.9511314335072256e+17,Neutral,26.0,i to smo videli u metodologiji vlasti napraviš proteste pa onda dođe vođa koji obeća rešenje tipa radićete svi u mubadali. mora nešto novo
443,3.9511505511029146e+17,Positive,26.0,"lanene pantalone i tanka bluza, jer leto u oktobru )"
445,3.9511647005915955e+17,Neutral,26.0,bela kuća razmatra obustavu prisluškivanja lidera
447,3.9511759989140685e+17,Negative,21.0,"osim što borave u zagađenoj reci, labudovi na zemunskom keju stradaju od ribolovačkih udica  kako sprečiti?"
449,3.9511946491345306e+17,Negative,26.0,tetka dobije tablet a ja grip. hvala univerzume.
450,3.9511985340248064e+17,Neutral,29.0,jebeš virtualni svet ... ovo se ceni p
451,3.951205607341015e+17,Positive,26.0, da verovatno si u pravu.. nadam se da je nesto pozitivno crkoh penjuci se celu noc d
452,3.95121262776705e+17,Neutral,21.0, naravno! ubacio si mi sliku od koje ne mogu da pobegnem!
457,3.9512317242271334e+17,Positive,26.0,srećan rođendan  pjeske ) *
459,3.9512500620559974e+17,Positive,26.0, snova pa to je divno &lt;3
461,3.9512565056015155e+17,Negative,21.0,uz ovakvu drzavu soundtrack je neka ekv-ova depresivna pesma a sve ih volim.
463,3.9512670574637056e+17,Neutral,26.0," slazem se, cucuk stana rr bas, to nama treba bravo"
467,3.9512805943701094e+17,Neutral,26.0,sponzor strane *milana nakit*
468,3.951283258550149e+17,Negative,21.0,rano je za radovanje. sutra me ceka banka
469,3.9512894495943475e+17,Negative,21.0, toma nikolić je pomilovao lekara koji je uzeo mito od invalida. sportski.
470,3.951292724758487e+17,Negative,21.0,seka se naljutila sto nije imala mesto u prvom redu na reviji i otisla.. pa sestro treba i ovi iza nesto da vide
472,3.951300327517962e+17,Neutral,29.0," ajde, bre, o pokojnima sve najbolje. red je red. vedrana rudan je napisala jedan od najlepših epitafa neistomišljeniku."
474,3.951309715209011e+17,Positive,26.0,dobar vam daj lajna! evo i mene ponovo ) miss me much? d
482,3.951352209003192e+17,Positive,21.0,"bez cokolade ne mogu da zivim, ne mogu"
485,3.951372544834355e+17,Negative,29.0,"duša me zaboli kad vidim ko sve ima bolje ocene od mene, a mene mrzi da učim. ah tugo tugo"
486,3.951378727364444e+17,Positive,27.0,"ove novine samo objave nešto što im se učinilo, i posle demant. da, slično krišto i krišan, samo od akcentovanja zavisi kako se izgovori."
488,3.9513875011812966e+17,Negative,26.0,dosadno mi je. srpski ubija u pojam.
494,3.951417917351158e+17,Positive,27.0,"zato sto smaraju da nosimo citanke i sve ostale knjige, zato mladi imaju krivu kicmu, a posle je za sve kriv kompijuter kao."
495,3.9514234547512525e+17,Neutral,26.0,"uvek želeti više, je stanje koje svi sa strane gledaju kao vrlinu, sem onih koji su tim stanjem poođeni."
497,3.9514324061548134e+17,Negative,21.0, 21. je vek a ljudi idalje ne znaju sta da tvitnu +
499,3.951440775468851e+17,Neutral,21.0, jednom kras uvek kras
501,3.951450777579848e+17,Neutral,29.0,"borislav stefanović izjavio je danas da ta partija ""apsolutno nema nameru"" da se ujedinjuje sa ldp ili bilo kojom drugom strankom,skupstina"
503,3.9514612997085184e+17,Positive,26.0,"beograd lep, kao i uvek."
506,3.951468681893151e+17,Positive,21.0,kakvu sam kafu skuvao ... -)
512,3.9514824926877696e+17,Negative,29.0, kucka koja mračna sila te je naterala da na ovu vrućinu obuješ ugg????
513,3.9514854359566746e+17,Positive,27.0,on menja profilne kao čarape a ja moju jednom godišnje
516,3.951491179464622e+17,Negative,26.0,"zamenom instinkta za prezivljavanje sa instinktom za slobodu, prestaje prezivljavanje, a nastupa oslobodjenje. desavalo se i pre."
518,3.951498227073802e+17,Positive,21.0,  2 obicne reci vrate u zivot.
521,3.951509661623296e+17,Negative,26.0,"hocu da zaboravim ovaj dan i prosli dan..postajem ravnodusan,posmatram sve iznutra..hladan sam i umoran..zelim da sam tamo gde je lako reci."
525,3.951529868903178e+17,Neutral,21.0,predstavljamo bolnicu gde se radi četiri puta više transplantacija rožnjače
526,3.951535745920041e+17,Neutral,27.0," the great idem u beograd pa cu istoimenu pesmu postaviti na fejs, bog originalnosti da bidnem"
531,3.951550528954204e+17,Neutral,26.0,"  cybernaut ""svetski"" spameri moraju da koriste social engineering da bi dobili te podatke. naši samo mogu da odu na ap…"
533,3.951559596158689e+17,Positive,27.0,da li ste inteligentni ? dobro pogledajte !...
534,3.951563929793331e+17,Positive,26.0, zadnje klupe samo ne mrzimo ceo svet)
536,3.951572684060754e+17,Neutral,21.0,drugi avion air srbije ce se zvati emir kusturica sto ce reci vozice se cigani sa njim lol
538,3.951580548716298e+17,Negative,21.0,vecina nikad nije u pravu. to je istorijska istina - srdja popovic u intervjuu pescaniku
539,3.9515854281641165e+17,Neutral,21.0, vecina nikad nije u pravu. to je istorijska istina - srdja popovic u intervjuu pescaniku
