,TweetID,HandLabel,AnnotatorID,Tweet
304,399873151703588866,Positive,19,ericsson nikola tesla modernizira jezgrenu mrežu bh telecoma
305,399874093035827200,Neutral,19,  i mene interesuje?! igman čist a bjelašnicu ne vidim od magle. a ne bih rekla da je počeo padati - još.
306,399874158546259968,Positive,19,sove od recikliranih materijala )
307,399874650978942976,Neutral,19,  veliku promjenu vremena. ko da mi to nemamo uf. p
308,399874731157237760,Positive,19,"kad je zeleno kod higijenskog cim krocis da predjes ulicu zazivas sve moguce i nemoguce, znane i neznane svece u nadi da ces ostati ziv"
309,399875044496912384,Positive,19,"  to vi izgrada zovite, ovi moji su ko zapete puške, samo čekaju da krenu &lt;3"
311,399875113128308737,Positive,19,  imaš imaš d
315,399876267186876416,Negative,19,"""kroz obrazovni sistem rs-a vrši se sistematski pokušaj srbizacije učenika nesrpske nacionalnosti. sve škole..."
316,399876379245674497,Negative,19,"pobjegao sam s fb, tamo je poplava uvreda na račun  official ...."
317,399876452520185856,Neutral,19,malo je sati za obraditi tako zabavne lekcije iz medijske kulture kao što su dokumentarni film ili radio emisija....
320,399877226881384448,Positive,19,oktobarski favoriti by selma aganagić-gabela ^^
321,399877614514364416,Neutral,19,opsesija kroz horoskopski znak lav
324,399878870922690560,Negative,19,studenti blokirali univerzitet u sofiji
325,399879527771672576,Negative,19,"zar nije grozan osjecaj kada je najveci organ pod  napadom upaljenosti, zategnutosti i svrbeza? o da"
326,399879668121489408,Positive,19,bas sam razmisljala o tome kako cemo veoma brzo  docekati i kraj ove godine a ja nikako da se navikn
327,399879961257209856,Positive,19,postoji tajni gradu njemu nikoga ne mori gladtajni gradu njem' si čitav život zdrav i mladpostoji ta
328,399880150084362241,Neutral,19,a evo istrazivanja i onlajn
331,399880644861231104,Positive,19,"kad prihvatiš ko si i što si, bićeš slobodan.."
332,399880829717200896,Negative,19,"mi nikako da se razbudimo. (

kako se vi osjećate?"
334,399882527839895552,Negative,19, studenti blokirali univerzitet u sofiji
335,399883096960823296,Neutral,19, lisica a gdje još prolazi?
337,399883163981590528,Neutral,19,photoset
338,399884231175720960,Neutral,19,strava škola - mujo pljuje (+popis za reprodukciju)  via 
339,399884231783899137,Neutral,19,sarajevo u novogodišnjem ruhu | ibar specijal | fotka dana  tesla brat najbolje slike napravi
340,399884398310342656,Positive,19,ja bih pod dekicu.
342,399884693539409920,Neutral,19,"rektor internacionalnog univerziteta u sarajevu posjetio je bakira izetbegovića, člana predsjedništva bosne i..."
343,399884734970736640,Positive,19,5 000 ljudi u tuzli na slobodi i zrinjskom. košarka se vratila u jednu od dvije kultne bih košarkaške dvorane.
345,399885234608816128,Neutral,19,photoset
346,399886229275037696,Negative,19,nisam ja previsoka nego se družim sa preniskim osobama eto
348,399886662429605888,Positive,19,"pauza uz kafu, čaj kolače... da se zagrijemo i zasladimo... )

sve pripremili džemo i azira. bujrum!"
349,399886766414393344,Neutral,19,"tri publikacije stigle iz štampe sve pdf verzije su dostupne na našem websiteu soc.ba, a ako želite štampani..."
350,399887699303084033,Positive,19,i'm back  )
351,399887717816741888,Positive,19," hahahhha dobro, moze i cebence )"
353,399888013872099328,Positive,19, hate puffnica jako dobra osobina))
354,399888347294085120,Positive,19,"kisa vani, a ja uzivam u tisini"
360,399890356356923393,Positive,19,"za poslovne korisnike. lagan, čvrst, malih dimenzija i povrh svega na akciji sa izuzetnom cijenom!"
362,399890495242903552,Positive,19,"""kiša pada meni noge zebu, hajde mala da pravimo bebu""! 
stara narodna možda spasi natalitet u jednoj jedinoj."
363,399890743139262464,Positive,19,u općoj bolnici abdulah nakaš akcija besplatne kontrole šećera u krvi | novo vrijeme
366,399891526320680960,Neutral,19,"i'm at mis irbina (sarajevo, bih)"
368,399892190945505280,Positive,19,"-15%, izuzetan laptop za samo 1.535,00 km"
369,399892607225978880,Neutral,19,mahir turko sudijska nepravda za veći motiv i nove pobjede (video)     editor
372,399894411032526848,Neutral,19,lijepo vrijeme...k'o u londonu
373,399894623780233216,Negative,19,"zach stone is gonna be famous, a ja cu dobit kancer od gluposti."
374,399895076312080385,Positive,19,dvije sportske medijske slike – merhamet i uspjeh. piše alan pejković
375,399895681675956224,Positive,19, saric msm da bi ovaj moj prijedlog rijesio dio problema.
376,399895726655676416,Neutral,19,danas premijera filma o 'muzičkoj sobi' djece s bjelava     
377,399895752085762049,Negative,19, želja mi je tako da upadnem nekome na vjenčanje i kažem neeee!!
382,399897194045526016,Neutral,19,napolju kupanje besplatno
383,399897256871989249,Positive,19,sarajevo 1111 interliber spahic saradnja yt  via 
384,399897257677303808,Negative,19,sarajevo 1111 masovni protesti radnika hidrogradnje ispred predsjednistva bih inserti yt  via 
387,399898268995297280,Neutral,19,imam 5 eura...odo se ozeniti
389,399898557085253632,Neutral,19,sarajevo 11111 cerimagic penzija  via 
391,399898855648817153,Positive,19,rješenje za hladne prste ruku i nogu
393,399899533011714048,Positive,19, baza podataka o trošenju tekuće budžetske rezerve  via 
394,399899668865634305,Positive,19,"ukoliko putujuće kino dolazi u vaš grad, ne propustite priliku uživati u filmovima vrhunske produkcije"
396,399899710703431680,Neutral,19,1111 sarajevo bevanda yt1  via 
400,399899743070846979,Neutral,19,sarajevo 1111 ljubovic stanici  via 
402,399900561559920641,Negative,19,zeničanin osuđen na 22 mjeseca zatvora pokušao ubiti polubrata i njegovu djevojku
406,399900882982432768,Negative,19,upozorenje lažni volonteri na ulicama sarajeva prodaju čestitke uime crvenog križa bih
408,399901101581139968,Neutral,19,  to se kod nas zove susnježica i padala je i u septembru p to se ne pika dok ne bijeli p
409,399901106911715328,Positive,19,pravo ljudski danas proglašenje pobjednika zumiraj prava
411,399901830055862273,Positive,19,mogu mislit kako je prejako sad sjedit u artu na prozoru dok ova kisa pljusti.
412,399901903666290688,Neutral,19,osigurali se za ovu sezonu? za ili protiv gumenih čizama? )
418,399903155666026496,Neutral,19,prijateljica sjedi do mene na predavanju i evo salje mi poruku  sad bih smece po cesti skupljala. ah to prezanimljivo predavanje &lt;3
419,399903226473881600,Neutral,19,jel ovo pada snijeg )
422,399903753626591233,Negative,19,cijela veza nam se svodila na svađanje i seks
423,399903777982918656,Positive,19,ericson nikola tesla modernizira jezgrenu mrežu bh telecoma
424,399904056023732224,Positive,19,"osim toga, ibišević je i u vrhu najkorisnijih igrača šampionata njemačke sa 10 bodova, koliko ima i franck..."
426,399904524581629952,Positive,19,italijanske komapnije i banke zainteresirane za koridor vc
427,399904784569737217,Negative,19,"svakom na vrijeme stiže naplata drugar,nemoj da misliš da će sve ovo da prođe bez kazne...jer hoću da znaš da i njihov bog ima veze s našim"
429,399905030138249216,Positive,19,"ukratko 
kako god je apsurdno i nemoguće postojanje nekog ravnog i partnera allahu, slavljen je on i uzvišen, u..."
431,399905949827080193,Negative,19,svako ima svoju ahilovu petu
433,399906300324102146,Neutral,19,1111 sarajevo bevanda spiric mmf yt  via 
437,399906871961591808,Neutral,19,"spazio boutique samo najbolje za vaše kafe aparate!
platite samo 20 km za čišćenje kafe aparata od kamenca i..."
438,399907162383589378,Negative,19,titove lične stvari rasprodali na pijaci u bugojnu | avaz | online izdanje  dnevniavaz via 
440,399907632430850049,Neutral,19,za bolju stranu vaseg zida- milfas....hoce mi to neka dobra mama doci fasadu opucati
442,399907671509180416,Neutral,19,sarajevo 1111 tufekcic clan  via 
444,399908774720598016,Negative,19,messi dva mjeseca van terena | novo vrijeme
448,399909806108344320,Negative,19,nista od ulaganja 50 miliona eura u importanne u bihacu
449,399910538718617600,Negative,19,jeben je nadal igrac...na njega cu igrati..pa mi nece biti krivo ako padnem
451,399910737931296770,Neutral,19,"večeras u 20h, 

poker serija 10, buy in 40km, re-entry, max 2 po igracu u toku prva dva sata igre, stack 10000,..."
457,399913362269954048,Negative,19,studenti blokirali univerzitet u sofiji
460,399913935375450112,Negative,19, studenti blokirali univerzitet u sofiji
473,399916352627953665,Negative,19,sarajevski univerzitet još uvijek nije priznat u evropi    unsa sarajevo
474,399916587974934528,Neutral,19,vrijeme je za laku noc a ne dovidjenja (
478,399917509400219650,Negative,19,senad mašić uhapšen zbog veličanja adolfa hitlera
479,399918097458421760,Positive,19, univerzitetski party dobrodošlice u domu mladih uz sevdah baby. vidimo se u petak )
484,399918974978510848,Negative,19,odes od mene ali ostanu mi klecava koljena i drhtaj u rukama
491,399919841077129216,Positive,19,"što više vedrih boja kišobrana, to će nam i raspoloženje biti bolje! a danas nam baš treba... raspoloženje dižu i..."
495,399920735353044992,Positive,19,perspektiva iz koje vidim samo pola tvog lica i to onaj gdje te ljubim je najljepsa
496,399920938185424897,Positive,19,zavirite u svijet savjetnika sa službenim fotografijama iz filma -...
503,399921854887903232,Negative,19,visoki predstavnik inzko sutra podnosi izvještaj vijeću sigurnosti un-a. ne znam samo je li izvještaj za svoj (ne)rad ili o (ne)napretku bih
504,399921904275845121,Neutral,19,banjaluka 1111 strukturalni dijalog barisa colak jos uvijek postoje mimoilazenja yt  via 
510,399922833683259392,Negative,19, hehehe.ja sam taj problem rijesio tako sto sam uzeo lopatu uruke.spavam ko beba (malo kenjkam kad se pomjeram zbog upale misic
515,399923478704693248,Neutral,19,upozorenje
516,399924025876443137,Neutral,19,znaju li vozači iliti šoferi po sarajevu profulit' i jednu baru iliti lokvu?
519,399924223973801984,Positive,19,upoznajmo bošnjake velike vezire osmanskog carstva
521,399924613469462528,Neutral,19,kako uraditi konad samoljepljive folije...
524,399925031087525889,Positive,19,nestvarno ime mi je abigail.
525,399925287850622976,Negative,19,hejta za ovo govno od dana! dafuq ba?! kakva je ovo zona sumraka???
527,399925655795531776,Positive,19,banjaluka 1111 strukturalni dijalog colak postignuti rezultati yt  via 
528,399925690117533696,Negative,19,prognoze ebrd-a bih i dalje sa slabašnim ekonomskim rastom
530,399925719087583232,Neutral,19,"slaven novoselac holandija je bila šansa generacije, ali još nismo rekli posljednju riječ  "
535,399927206249365504,Positive,19,ona je ljepsa po noci
536,399927249673416704,Positive,19,"nakon žuto-narandžaste fasade koju je ""gazdarica birala jer je bila skuplja od obične"", druga komšinica odabrala divnu zelenu. stvarno divnu"
537,399927421605916672,Positive,19,"novoselac holandija je bila šansa generacije, ali još nismo rekli posljednju riječ  radiosarajevo via "
542,399928380193521664,Positive,19," ima purpurna i plava i lila,ova zelena je osvježenje stvarno. ne uništava prekrasnu okolinu. uslikaću jednom da vidiš u prostoru )"
543,399929376629727232,Neutral,19,sta jesti a najesti se
545,399929637599342592,Positive,19,"ženski nogometni klub željezničar iz bosanske krupe dokaz je da se upornošću, radom i željom mogu pomjeriti..."
546,399929710735409152,Neutral,19,banjaluka 1111 strukturalni dijalog novkovic yt  via 
547,399929735415070720,Positive,19,dakle ljudi su izmislili google naočale a ja u sarajevu još uvijek tražim da kupim pristojnu kafu. sjajno.
550,399929834760970240,Positive,19,hahahahaahahahhahaahahhahaha
551,399929985957236736,Positive,19,sipa rasvijetlila pokušaj ubistva envera suljagića
554,399930186717995009,Neutral,19,bratušek sloveniju čekaju teške odluke
555,399930458857025536,Positive,19,tema konferencija u varšavi o spašavanju planete
556,399930827171061760,Neutral,19, ajjjjjjjjj ...voda na usta  /
557,399930876227637248,Neutral,19,escaping reality | novo vrijeme
558,399931701411217408,Neutral,19,"i'm at kriterion sarajevo (sarajevo, federacija bosna i hercegovina)"
559,399931794478206976,Neutral,19, moze milka sto pucketa $
561,399932138281508864,Positive,19,dok ne pocnjes boriti se za svoja prava dotle neces njih ni imati.
563,399933040966651904,Negative,19, eh sad mi je apetit otvoren...jbg
