,TweetID,HandLabel,AnnotatorID,Tweet
131,4.357043188437115e+17,Positive,33.0,i'm at mofit (zagreb)
132,4.357044228330701e+17,Positive,33.0," 18.2., takvo i treba bit vrijeme"
133,4.3570458115547546e+17,Neutral,33.0,ima netko tu sa newsle iskustvom?
134,4.357047442631762e+17,Positive,33.0,"koliko god bilo čudno kada netko nema facebook, ukoliko se radi o crushu - dodatno nam je privlačniji zbog toga."
135,4.3570503793575526e+17,Positive,33.0,"hotel kompas, dubrovnik, croatia   croatia"
136,4.357051145531146e+17,Positive,33.0,"  super je fora sto je turbo brzo gotovo - recimo kad ti netko bane u kucu, zmuckas za 5min i dok popijete kavu je gotovo"
139,4.357052573020447e+17,Positive,33.0,posjet spomenicima vojina bakića ...
140,4.357055764256522e+17,Positive,33.0,kovač u kampu tivoli uvjerili smo se da smo dobro izabrali
141,4.3570576647798374e+17,Negative,33.0,najviše problema voda će raditi na području velike gorice i siska
143,4.357059282442977e+17,Positive,33.0,h&amp;m-ova 'trend' kolekcija od proteklog je tjedna dostupna i kod nas &lt;3
145,4.357071017891758e+17,Neutral,33.0," hehe dobro, a u petak na sva zvona ) dogovoreno!"
146,4.357073466484408e+17,Positive,33.0,iz dva kuta; sjajna analitika prije utakmice cityja i barce
147,4.357075232583885e+17,Negative,33.0,"čaša crnog i čaša pive koje nikad nisu ispijene
piše andrea šitum. za dva virtualna druga..."
148,4.357076841644933e+17,Neutral,33.0, hr danas od  1200 facebook chat s   o ravnoteži između ...
150,4.3570777618293146e+17,Positive,33.0,"najava

župnikova kateheza u sklopu kateheza za odrasle

u sklopu pastoralnog projekta zagrebačke nadbiskupije..."
151,4.357078458465075e+17,Positive,33.0,"fun fact 2. zastava, barjak ili stijeg je simbol neovisnosti zemlje i državne pripadnosti. zastave su nastale još..."
152,4.3570792715688346e+17,Neutral,33.0,nakon slučaja prpić oglasio se hgspot 'mi ostajemo u hrvatskoj'
153,4.357081935287501e+17,Positive,33.0,hvala business.hr-u na izvrsnom intervjuu )
154,4.3570822777944064e+17,Neutral,33.0,"peta epizoda truedetective gotovo da je dosegnula najvišu poznatu razinu jeze, mccarthy-hillcoatov theroad"
157,4.3570850921763635e+17,Negative,33.0,"vjerojatno nam nećete vjerovati dok vam se nešto od ovoga ne dogodi, no svejedno, ovo su neke okrutne istine koje..."
158,4.357089231325266e+17,Neutral,33.0,zomg co to je?
159,4.3570909129475686e+17,Positive,33.0,jako nas zanima vaše mišljenje!
160,4.357092466723553e+17,Positive,33.0,"četvrtak, mala dvorana  mjesto je gdje će gostovati john hollenbeck large ensemble i to u sklopu cilusa jazz.hr!"
161,4.357093171202744e+17,Positive,33.0,moram priznat da je uzitak sjedit sam na kavi za promjenu i listat tvišu bez da mi itko sere
162,4.357094694657761e+17,Positive,33.0,slavimo prvi rockas. sretan nam pikulin rodendan !
163,4.357095456762962e+17,Positive,33.0,"izbjegnite najčešće pogreške pri vođenju stranice na facebooku, uz ovih nekoliko jednostavnih savjeta"
164,4.357096561794089e+17,Positive,33.0, [posao]  traži backend programera (m/ž)  zagreb osijek
165,4.357097102943232e+17,Positive,33.0,i'm at vef klinika za unutarnje bolesti (zagreb)
167,4.357098998349496e+17,Neutral,33.0,u tijeku je istraživanje kojem je cilj ispitati stav homoseksualnih osoba prema biseksualnim ženama i...
168,4.357099963962122e+17,Positive,33.0,in2 implementirao erp rješenje u kbc-u zagreb
170,4.35710767070208e+17,Positive,33.0," to me zasiti, a volim ih jest ) moj dorucak mora bit hranjiv da izdrzim sto dulje dan )"
172,4.357110968431698e+17,Neutral,33.0,gerard piqué je rekao kako je manchester united za 2. klub odmah nakon barcelone i kako nikada ne bi otišao u man...
173,4.357112847479685e+17,Positive,33.0,upečatljiva i drugačija...
176,4.357114272494469e+17,Neutral,33.0,gerard piqué rekao je kako je manchester united za njega 2. klub odmah nakon barcelone i kako nikada ne bi otišao...
177,4.357115548317942e+17,Neutral,33.0," da, ono tipa da ne pobijes suradnike mix"
178,4.357117612251013e+17,Positive,33.0,lajna ne pije kavu nego čaj
179,4.3571176419466854e+17,Negative,33.0, imam mali milijun takvih playlisti. potpuno razumijem ^^
180,4.3571203873703936e+17,Positive,33.0, slavimo prvi rockas. sretan nam pikulin rodendan !
183,4.357128349459497e+17,Positive,33.0,about to find out sto zapravo znaci biti na webu 
184,4.357129428695941e+17,Positive,33.0,gorka jutra provociram s tri ogromne žlice meda u čaju. pobijedit ću. i bit će slatko!
185,4.357129484182733e+17,Positive,33.0,"hotel phoenix, sesvete, croatia   croatia"
187,4.357129556744192e+17,Positive,33.0,"grand hotel bonavia, rijeka, croatia   croatia"
188,4.357129589291868e+17,Positive,33.0,"hotel dubrovnik palace, dubrovnik, croatia   croatia"
189,4.357129653045207e+17,Positive,33.0,"sheraton zagreb hotel, zagreb, croatia   croatia"
190,4.357129752827658e+17,Positive,33.0,"hotel perla, dubrovnik, croatia   croatia"
191,4.357132023833682e+17,Negative,33.0,"preljubnik giroud čeka kaznu ispričavam se obitelji, klubu...  via  hr"
194,4.357133396381696e+17,Positive,33.0,vratio se trend koji povećava oči! ) hoćete li ga pratiti?
195,4.357134772570808e+17,Positive,33.0,  da ! promjene su nekada izvrsne za život) go4it
196,4.357135345890263e+17,Neutral,33.0, navedi želiš li burek ili sirnicu i točno vrijeme kada si sigurno u sobi d preko bureka do isusa!
197,4.357139805488046e+17,Neutral,33.0,"  moramo si plejku kupit, makar preko njuskala xd"
199,4.357140001571553e+17,Positive,33.0,[ispravan link]  in2 implementirao erp rješenje u kbc-u zagreb
200,4.357140527030149e+17,Positive,33.0,pogledajte trailer za film potrošeni consumed kojeg uskoro gledamo na 
205,4.3571460354134016e+17,Positive,33.0, pogledajte trailer za film potrošeni consumed kojeg uskoro gledamo na 
206,4.3571465971564954e+17,Positive,33.0,nexus svjetlost - moć placeba pacijenti koji su imali lažnu operaciju leđa su doživjeli potpuni...
207,4.3571470308857856e+17,Positive,33.0,nexus svjetlost - moć placeba pacijenti koji su imali lažnu operaciju leđa su doživjeli potpuni...
208,4.357147253561262e+17,Positive,33.0,albumdana hail spirit noir - oi magoi / vrhunac psihodeličnog black metala.
209,4.3571485769938944e+17,Positive,33.0,postani apostol pučke kuhinje sv. josipa
211,4.35715007121068e+17,Positive,33.0,alat za ključne riječi
213,4.357151621974876e+17,Negative,33.0, 'mi smo njihove žrtve'/ hdz od sanadera i društva traži 50 milijuna kuna!
215,4.3571519788263014e+17,Positive,33.0, 101 bravo zlatna ! sochi2014 giantslalom gold
216,4.357152514057339e+17,Neutral,33.0,bivši ravnatelj dorh željko žganjer govori o reizboru novog državnog odv...  via 
218,4.357156309067612e+17,Neutral,33.0,nexus svjetlost - moć placeba pacijenti koji su imali lažnu operaciju leđa su doživjeli potpuni...
219,4.357156441314058e+17,Negative,33.0,"ali, zašto bi netko javno htio objaviti koju spolnu bolest ima?"
221,4.3571565587962675e+17,Positive,33.0,"ekskluzivno upoznajte novi brand toxicat
hrvatska modna priča za djevojke sa stavom.
toxicat loveit…"
226,4.35716174140031e+17,Positive,33.0,ekipa naše jutarnjebrbljaone !
228,4.357165266758738e+17,Positive,33.0,"nova raznovrsna oprema popunila je police naše trgovine, primjerice abbey sprej za čišćenje leće i swiss arms..."
229,4.357166101630976e+17,Negative,33.0,zasučite rukave i budite primjer veliku britaniju ove su zime pogodile velike poplave i nevremen...  menadžment
231,4.35716894604415e+17,Negative,33.0," da ali on vjerojatno spada u onu kategoriju "" velika vam je čast što radim"" a posao zapravo radi netko drugi i tugica"
233,4.3571690236348416e+17,Positive,33.0,"angelas apartments, zadar, croatia   croatia"
234,4.3571693569980416e+17,Positive,33.0,"guesthouse radi?, dubrovnik, croatia   croatia"
236,4.357170920928297e+17,Positive,33.0,"bravo tina! d
sochi2014"
238,4.357174096649339e+17,Negative,33.0, mifner ja mislim da su nešto i napravili no u ovoj situaciji da je nešto ne znam kako dobro ne bi se vidjelo
241,4.357177214485176e+17,Negative,33.0,politicari ne jebu ali barem uzmu viagru light pa pojebavaju
245,4.357179200782008e+17,Positive,33.0,službeno zatvaram tag jauautoskoli jer mi više ne treba. iz prve! najsretnija!
246,4.357179911544504e+17,Negative,33.0," često nas okrivljuju da potičemo 'glad na timelineu'. d sorry, nećemo nikad više! d )"
250,4.357184309318328e+17,Neutral,33.0,"koja rijeka teče ispod jadranskog mosta? u kojem kvartu se nalazi poljud? znaš odgovore na pitanja, osvajaš tečaj..."
251,4.357185610303447e+17,Negative,33.0,po drugi put ruska policija je uhitila pa pustila . ovaj put zbog rainbow akcije uoči hokej utakmice.
252,4.3571873419678515e+17,Positive,33.0,hoteleuropa dokumentarni film 11.3. 21h htv1. prisjećamo se puta od rh do lampeduse i natrag. naš prvi blog. prince.
254,4.3571873777453875e+17,Neutral,33.0,antologijske izjave milanovića i ostojića | nezavisni sindikat znanosti i visokog obrazovanja
257,4.357189057983611e+17,Neutral,33.0,"prenosimo  ako je netko blizu west gatea - molimo vas provjerite  ""prema west gate-skretanje za maribor,dolje na..."
258,4.357189896382751e+17,Positive,33.0, bravooooo! sochi2014 hockey
259,4.357191655096525e+17,Positive,33.0,američki indie rockeri national dobro poznati hrvatskoj publici nedavno su predstavili spot za pjesmu i need my girl -...
260,4.3571917819283456e+17,Positive,33.0,"bravo i za rise!
izborili su četvrtfinale!
sochi2014"
261,4.3571935141339136e+17,Positive,33.0,znate li da eu promovira obrazovanje odraslih? kada ste zadnji put bili na obuci ili tečaju?   commission
262,4.357193797924618e+17,Positive,33.0,"prenosimo    htio bih udomiti malu kujicu, pronađenu prije cca mjesec dana, prestrašenu, gladnu i promrzlu...."
264,4.357195853926277e+17,Neutral,33.0,u sjedištu glavne uprave za obrazovanje i kulturu u bruxellesu obuka je u toku education  commission
265,4.357196195724042e+17,Positive,33.0,"bravo , bravo risi, naklon do poda !! slochi fromzagrebwithlove"
266,4.3571972887177216e+17,Neutral,33.0,"prenosimo  žumberak prepoznaje li ga tko ? 
""tijekom vikenda pronađen je u zabačenom selu u žumerku pitomi pas...."
267,4.357197297815511e+17,Negative,33.0,televizije na poplavljena područja šalju još novinara u čizmama  via  bar
270,4.357199639415521e+17,Neutral,33.0, bar televizije na poplavljena područja šalju još novinara u čizmama  via  bar
273,4.3572013982929306e+17,Positive,33.0,[događaj] poslovni dnevnik i allianz 19. veljače organiziraju okrugli stol na temu osiguranja. saznajte više
275,4.357203563145093e+17,Negative,33.0,bundesbanka nekretnine precijenjene 25 posto
276,4.3572041724933325e+17,Positive,33.0,posao.hr za klijenta traži osobu na poziciji voditelj projekta uvođenja usluga osiguranja (m/ž) - zagreb...
277,4.3572065750747955e+17,Neutral,33.0, predsjednik ugande potpisao najhomofobniji zakon u povijesti te afričke zemlje. sad uskratio humanitarnu pomoć.
279,4.357207362886697e+17,Positive,33.0,"apartments lara borik, zadar, croatia   croatia"
280,4.3572075021377126e+17,Positive,33.0,"apartments pula, pula, croatia   croatia"
281,4.357207688406835e+17,Positive,33.0,"hostel crikvenica, crikvenica, croatia   croatia"
283,4.3572125003218944e+17,Positive,33.0,"muška kozmetika – sniženje muška kozmetika – kozmo srijeda 19.02. samo za vas, ove srijede…"
284,4.3572129533067674e+17,Negative,33.0," jasno je meni što se misli)ali onda ide obrnuto naslov. 
kako je pjesma happy osvojila regiju. primjeri iz beograda i čakovca"
287,4.357214840617697e+17,Positive,33.0,čestitke  na ovoj povijesnoj pobjedi i plasmanu u qf! sochi2014 hockey zigzag
288,4.357216427952128e+17,Positive,33.0," vam poklanja sharmine knjige ""vrhunski uspjeh"" i ""vodič prema vrhunskom uspjehu""!"
289,4.357217501572014e+17,Positive,33.0,"kodrić osmi na novom zelandu!

više na ---------&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;"
290,4.3572176101627904e+17,Positive,33.0,zeleni telefon - 072 123 456
291,4.357218743417815e+17,Positive,33.0,jučer je westgate priredio odličnu zabavu u igraonici kid's world uz predstavu štrumpfovi za našu djecu 
293,4.357219394084045e+17,Positive,33.0,"akcijski pkm-ovi polako nalaze nove vlasnike, a nije ni čudo, cijenu smo skinuli za cijelih 1000 kuna! dostava je..."
294,4.3572194694516326e+17,Positive,33.0,s.oliver shop – popusti s.oliver shop – 30% na četvrti artikl u s.oliveru od 14.2. kupnjom…
295,4.3572204122513e+17,Positive,33.0, medvescakzg čestitke  na ovoj povijesnoj pobjedi i plasmanu u qf! sochi2014 hockey zigzag
300,4.357222614634414e+17,Negative,33.0,"smak svijeta, vikinški ragnarok stiže u subotu, 22. veljače?, sumrak bogova ) dudududu nema nam pomoći ... )"
301,4.357223045431583e+17,Positive,33.0,duhoviti dečki iz ts elita predstavljaju nam se večeras premijerno  i . d
303,4.357224131466486e+17,Positive,33.0,"u novom tjednu autora predstavlja se talentirana kantuautorica i glumica, svestrana antonija šola official...
o..."
308,4.3572267466531635e+17,Positive,33.0,psihijatrija industrija smrti ( psychiatry industry of death ) -prevedeno -  via 
311,4.3572304290881946e+17,Negative,33.0,"ovi psi se nalaze u katastrofa uvjetima.. vlasnik je pristao predati sve pse bez pogovora. radi se o 6 pasa,..."
313,4.357230727429161e+17,Positive,33.0,ono kada u inozemstvo pa uhvatiš wifi -)
315,4.3572319307290214e+17,Negative,33.0,'smanjit ću si plaću za pomoć svim osiromašenim ministrima'
316,4.357232811956183e+17,Positive,33.0,"edi nam je poslao fine fotke, pogledajte i sami!
--
edi has sent us nice photos, see for yourselves!"
320,4.35723943929217e+17,Neutral,33.0,što je bitno hrvatima kada biraju zanimanje
321,4.35723977429119e+17,Positive,33.0,pogledajte naš katalog biljnih proizvoda.  svaki proizvod brendiran znakom nota nature jamči autohtonost i...
324,4.357243000755446e+17,Negative,33.0,"analizirati humor je kao da seciraš žabu. malo koga će to zanimat, a žaba će svejedno krepat."
325,4.357243569884406e+17,Negative,33.0,"do sada, jedina afera radi koje je željko kerum završio na sudu bili su splitski vrtići."
326,4.357247313846231e+17,Neutral,33.0, put ubio. dojmovi. nakupilo se toga. -)
327,4.357249585816576e+17,Positive,33.0,odličan odaziv na današnju prezentaciju web i e-commerce isite rješenja!
328,4.3572525798785434e+17,Negative,33.0, mifner jest to je točno. jer onog časa kada imaš plaću 17.000kn ne možeš uopće razumjeti život onoga koji ima 3500kn! uopće!
330,4.3572527362002125e+17,Negative,33.0,"otkako mi vani sve češće prilaze dječaci koji nisu pratili beverly hills i nemaju pojma tko je kelly, a tko brenda, slabije izlazim."
331,4.357252986638172e+17,Negative,33.0,pratite uživo/ kraj primirja u kijevu žestok obračun policije i prosvjednika
332,4.357255358185759e+17,Neutral,33.0," b612  
hrvatski strip junak - skro-man )"
335,4.3572577780854374e+17,Positive,33.0,"pankrti (slo) + hellcats (slo) - kset, 01/03/14. ulaznice su u prodaji u dirty old shopu i ksetu."
336,4.3572633681698406e+17,Positive,33.0,odličan indie bend the mothership orchestra (srb) 21/2/14 u ksetu. ulaznice su u prodaji u dirty old shopu i ksetu.
337,4.357265081920389e+17,Positive,33.0,vector™ je visoko precizan mjerač snage temeljen na okretaju pedala koji pruža točne i pouzdane podatke i na...
338,4.357266482402468e+17,Neutral,33.0,što se točno događa s europskim prlamentom nakon izbora? donosimo detalje na  ep2014
339,4.3572686329482035e+17,Positive,33.0,"  maja majo, budimo happy! d"
341,4.357269130724229e+17,Neutral,33.0,king ict dobio novo kadrovsko pojačanje
342,4.357271709214433e+17,Negative,33.0,"mislim da većina ljudi koji si mogu priušiti christian louboutin štikle, ne mogu pravilno izgovoriti ime dizajnera."
344,4.3572725957265e+17,Neutral,33.0,na poslu.. ) wine and cheese day.
345,4.357273629580329e+17,Neutral,33.0, zagreb što se točno događa s europskim prlamentom nakon izbora? donosimo detalje na  ep2014
347,4.35727582034944e+17,Negative,33.0,pad zvijezde sada moli za novac &gt;&gt;
349,4.3572795620879155e+17,Positive,33.0,funk'n'roll sastav   ima novi spot za singl chuna - upravo ono što nam treba u ove tmurne dane! )
351,4.357279712789463e+17,Neutral,33.0," ista stvar, ujutro kroasan i banana ali kao da nisam. fatcamp"
354,4.3572814779163034e+17,Positive,33.0,29 načina kako ostati kreativan u svom poslu.
355,4.3572822580568474e+17,Positive,33.0,"preljubnik giroud čeka kaznu ispričavam se obitelji, klubu..."
356,4.357282592594616e+17,Positive,33.0,kako itko može ovog čovjeka mrzit
358,4.35728508736639e+17,Positive,33.0,"u keglbajs kvartu divno miriše na prženu kavu, franck ga prži sve u 16!"
360,4.357287849567437e+17,Positive,33.0,"zadar city apartments ii, zadar, croatia   croatia"
362,4.357288084532265e+17,Positive,33.0,"luka apartment, split, croatia   croatia"
363,4.357288222734459e+17,Positive,33.0,"apartments rovinj 39, rovinj, croatia   croatia"
364,4.357288261867356e+17,Positive,33.0,"villa ivo, stari grad, croatia   croatia"
365,4.357288337406771e+17,Positive,33.0,"apartment rovinj 37, rovinj, croatia   croatia"
366,4.3572883767495475e+17,Positive,33.0,"apartments luna, makarska, croatia   croatia"
368,4.3572886372614554e+17,Neutral,33.0,tele2croatia dragi tele2 ) možete li mi molim vas dati kontakt od marketing ili hr službe ? vezano za prijavu na projekt od  hr )
370,4.357291350808535e+17,Negative,33.0,"je li nabavom skupocjenih limuzina odzvonilo milanovićevoj ? 

uskoro [on air] temadana

uživo&gt;"
371,4.35729212792918e+17,Negative,33.0, dana milanović je školski primjer ovog
372,4.357296839013294e+17,Negative,33.0," jedino je mozda to kaj je dobro kod te kave, sve ostalo je lagani uzas"
373,4.357297026033459e+17,Positive,33.0,najava koncerta!
376,4.357300232578867e+17,Positive,33.0, tko je izdavač box seta i gdje se mogu kupiti?
377,4.357301814254633e+17,Positive,33.0,uzv je uredan ;) bit ce gita dobro!
379,4.357303446422241e+17,Negative,33.0,"koliko god bio aktivan na twitteru, tako irl znam biti mutav kao rozga kada ju pitaju o privatnom životu."
380,4.3573038808263885e+17,Positive,33.0," ) mirisi fantasticno, dosla mi je zelja da se sparkam i eksam u nekom bircu kratki espresso."
381,4.35730418437206e+17,Neutral,33.0,kako jučer nismo imali open mic kao pravi hrvati spojili smo još jedan slobodan dan tako da se vidimo tek u...
383,4.3573042665345434e+17,Neutral,33.0,"podne je

živeći godinama s ljudima koji su bili tlačeni i odbacivani, otkrio sam nešto novo.

oni su me nježno..."
384,4.357304518364447e+17,Positive,33.0,reality zvijezda i manekenka kendall jenner pozirala za vogue!
385,4.35730457339392e+17,Positive,33.0, to ce biti napredak...
